sample_name,consensus_cluster,reference_cluster,reference_color,broad_class,subclass,merged_cluster_smFISH,merged_cluster_ISS
LS-15062_S81_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15062_S83_E1-50,cl138_i41_Has2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15062_S86_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15062_S87_E1-50,cl89_i60_Clnk_Lamp5,Lamp5 Egln3_1,#FF88AD,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15062_S88_E1-50,cl138_i41_Has2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15062_S89_E1-50,cl72_i68_Bach2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15062_S92_E1-50,cl84_i62_NA_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_c
LS-15062_S93_E1-50,cl84_i62_NA_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_c
LS-15062_S95_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15062_S96_E1-50,cl84_i62_NA_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_c
LS-15063_S02_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15063_S05_E1-50,cl12_i155_Crabp1_Sncg,Sncg Ptprk,#9900B3,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15063_S06_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15063_S08_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15063_S09_E1-50,cl39_i103_Rnf138rt1_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15063_S10_E1-50,cl249_i20_Tacr3_Sst,Pvalb Ilrapl2,#994C00,Inh,Sst,Pvalb_3,Pvalb Ilrapl2
LS-15063_S11_E1-50,cl155_i35_Tubb6_Vip,Vip Crispld2_1,#AF00E6,Inh,Vip,Vip_2,Vip Crispld2_b
LS-15063_S12_E1-50,cl138_i41_Has2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15063_S13_E1-50,cl170_i32_Rps27rt_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15063_S15_E1-50,cl192_i26_Trim71_Sst,Pvalb Ilrapl2,#994C00,Inh,Sst,Pvalb_3,Pvalb Ilrapl2
LS-15063_S16_E1-50,cl3_i309_Cpne6_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15063_S18_E1-50,cl34_i116_Nr2e1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15063_S20_E1-50,cl155_i35_Tubb6_Vip,Vip Crispld2_1,#AF00E6,Inh,Vip,Vip_2,Vip Crispld2_b
LS-15063_S25_E1-50,cl34_i116_Nr2e1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15063_S26_E1-50,cl32_n118_Opalin_Oligo,Oligo Opalin,#476662,Glia,Oligo,Oligo,Oligo Opalin
LS-15063_S27_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15063_S29_E1-50,cl3_i309_Cpne6_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15063_S30_E1-50,cl234_i21_Srd5a1_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15063_S31_E1-50,cl249_i20_Tacr3_Sst,Pvalb Ilrapl2,#994C00,Inh,Sst,Pvalb_3,Pvalb Ilrapl2
LS-15063_S33_E1-50,cl65_i72_Tmem223_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_b
LS-15063_S35_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15063_S36_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15063_S39_E1-50,cl12_i155_Crabp1_Sncg,Sncg Ptprk,#9900B3,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15063_S40_E1-50,cl12_i155_Crabp1_Sncg,Sncg Crispld2 ,#7A0099,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15063_S49_E1-50,cl89_i60_Clnk_Lamp5,Lamp5 Egln3_1,#FF88AD,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15063_S51_E1-50,cl12_i155_Crabp1_Sncg,Sncg Ptprk,#9900B3,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15063_S54_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15063_S55_E1-50,cl123_e45_Zbtb2_L23_IT,VISp L2/3 IT Cdh13_2,#A6E6A9,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_b
LS-15063_S59_E1-50,cl49_i90_Gpr149_Pvalb,Pvalb Gpr149,#E62A5D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15063_S60_E1-50,cl39_i103_Rnf138rt1_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15063_S63_E1-50,cl23_i132_Myh13_Sst,Sst Myh8_2,#FF9F2C,Inh,Sst,Sst_2,Sst Myh8_a
LS-15063_S65_E1-50,cl158_i35_Cyp2s1_Sst,Sst Myh8_3,#FFB307,Inh,Sst,Sst_3,Sst Tac2
LS-15063_S67_E1-50,cl180_i29_Nr1h4_Sncg,Sncg Col14a1,#6C00BF,Inh,Sncg,Sncg_2,Sncg Slc17a8
LS-15063_S68_E1-50,cl39_i103_Rnf138rt1_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15063_S70_E1-50,cl1004_i65_NA_Sst,Sst Myh8_Etv1,#FFDF11,Inh,Sst,Sst_2,Sst Myh8_a
LS-15063_S71_E1-50,cl127_i44_Nlrx1_Sst,Sst Etv1_3,#BF480D,Inh,Sst,Sst_3,Sst Etv1_a
LS-15063_S73_E1-50,cl49_i90_Gpr149_Pvalb,Pvalb Gpr149,#E62A5D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15063_S74_E1-50,cl1004_i65_NA_Sst,Sst Myh8_Etv1,#FFDF11,Inh,Sst,Sst_2,Sst Myh8_a
LS-15063_S81_E1-50,cl54_i85_Thbs3_Vip,Vip Lmo1_2,#756FB3,Inh,Vip,Vip_4,Vip Lmo1_a
LS-15063_S83_E1-50,cl39_i103_Rnf138rt1_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15063_S84_E1-50,cl54_i85_Thbs3_Vip,Vip Lmo1_2,#756FB3,Inh,Vip,Vip_4,Vip Lmo1_a
LS-15063_S87_E1-50,cl39_i103_Rnf138rt1_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15063_S88_E1-50,cl161_i34_Spsb2_Vip,Vip C1ql1,#BD3D9A,Inh,Vip,Vip_3,Vip C1ql1
LS-15063_S89_E1-50,cl177_n30_Slc8b1_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
LS-15063_S90_E1-50,cl89_i60_Clnk_Lamp5,Lamp5 Egln3_1,#FF88AD,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15063_S91_E1-50,cl233_i21_Grem2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15063_S92_E1-50,cl227_i21_Pla2g4e_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15063_S93_E1-50,cl238_i20_Cldn1_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15063_S94_E1-50,cl89_i60_Clnk_Lamp5,Lamp5 Egln3_1,#FF88AD,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15063_S96_E1-50,cl92_n59_Chil1_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_a
LS-15064_S01_E1-50,cl85_i60_Snai2_Lamp5,Lamp5 Lhx6,#C77963,Inh,Lamp5,Lamp5_2,Lamp5 Lhx6
LS-15064_S02_E1-50,cl18_i146_Car4_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15064_S03_E1-50,cl40_i103_Il7_Pvalb,Pvalb Gabrg1,#ED4C50,Inh,Pvalb,Pvalb_2,Pvalb Gabrg1
LS-15064_S04_E1-50,cl18_i146_Car4_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15064_S05_E1-50,cl58_i81_Tmem255a_Sst,Sst Crhr2_1,#C11331,Inh,Sst,Sst_2,Sst Crhr2
LS-15064_S06_E1-50,cl10_i163_Tacstd2_Sst,Sst C1ql3,#802600,Inh,Sst,Sst_1,Sst C1ql3
LS-15064_S07_E1-50,cl39_i103_Rnf138rt1_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15064_S08_E1-50,cl58_i81_Tmem255a_Sst,Sst Crhr2_1,#C11331,Inh,Sst,Sst_2,Sst Crhr2
LS-15064_S09_E1-50,cl164_i33_Adra2a_Vip,Vip Lmo1_1,#9FAAFF,Inh,Vip,Vip_4,Vip Lmo1_b
LS-15064_S10_E1-50,cl10_i163_Tacstd2_Sst,Sst C1ql3,#802600,Inh,Sst,Sst_1,Sst C1ql3
LS-15064_S11_E1-50,cl18_i146_Car4_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15064_S12_E1-50,cl18_i146_Car4_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15064_S13_E1-50,cl131_i43_Scgn_Meis2,Meis2,#FF0000,Inh,Meis2,Meis2,Meis2
LS-15064_S15_E1-50,cl21_i137_Thumpd2_Sst,Sst Crhr2_2,#B95541,Inh,Sst,Sst_2,Sst Crhr2
LS-15064_S20_E1-50,cl40_i103_Il7_Pvalb,Pvalb Gabrg1,#ED4C50,Inh,Pvalb,Pvalb_2,Pvalb Gabrg1
LS-15064_S21_E1-50,cl40_i103_Il7_Pvalb,Pvalb Gabrg1,#ED4C50,Inh,Pvalb,Pvalb_2,Pvalb Gabrg1
LS-15064_S23_E1-50,cl95_i57_Atp12a_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15064_S24_E1-50,cl242_i19_Emilin2_Sst,Sst Myh8_1,#FF8011,Inh,Sst,Sst_2,Sst Myh8_b
LS-15064_S25_E1-50,cl161_i34_Spsb2_Vip,Vip C1ql1,#BD3D9A,Inh,Vip,Vip_3,Vip C1ql1
LS-15064_S26_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15064_S27_E1-50,cl34_i116_Nr2e1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15064_S29_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15064_S30_E1-50,cl65_i72_Tmem223_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_b
LS-15064_S31_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15064_S32_E1-50,cl123_e45_Zbtb2_L23_IT,VISp L2/3 IT Cdh13_2,#A6E6A9,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_b
LS-15064_S34_E1-50,cl79_i65_Tnni3k_Sst,Sst Etv1_4,#804811,Inh,Sst,Sst_3,Sst Etv1_c
LS-15064_S36_E1-50,cl34_i116_Nr2e1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15064_S41_E1-50,cl3_i309_Cpne6_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15064_S42_E1-50,cl82_i63_NA_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15064_S45_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15064_S46_E1-50,cl35_i106_Bcl9_Sst,Sst Etv1_3,#BF480D,Inh,Sst,Sst_3,Sst Etv1_a
LS-15064_S48_E1-50,cl57_i83_Myl1_Vip,Vip Crispld2_1,#AF00E6,Inh,Vip,Vip_2,Vip Crispld2_b
LS-15064_S57_E1-50,cl23_i132_Myh13_Sst,Sst Myh8_2,#FF9F2C,Inh,Sst,Sst_2,Sst Myh8_a
LS-15064_S58_E1-50,cl169_i32_Wif1_Pvalb,Pvalb Calb1,#BC2B11,Inh,Pvalb,Pvalb_3,Pvalb Calb1
LS-15064_S60_E1-50,cl49_i90_Gpr149_Pvalb,Pvalb Gpr149,#E62A5D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15064_S63_E1-50,cl23_i132_Myh13_Sst,Sst Myh8_2,#FF9F2C,Inh,Sst,Sst_2,Sst Myh8_a
LS-15064_S67_E1-50,cl21_i137_Thumpd2_Sst,Sst Crhr2_2,#B95541,Inh,Sst,Sst_2,Sst Crhr2
LS-15064_S68_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15064_S69_E1-50,cl21_i137_Thumpd2_Sst,Sst Crhr2_2,#B95541,Inh,Sst,Sst_2,Sst Crhr2
LS-15064_S70_E1-50,cl39_i103_Rnf138rt1_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15064_S72_E1-50,cl131_i43_Scgn_Meis2,Meis2,#FF0000,Inh,Meis2,Meis2,Meis2
LS-15064_S73_E1-50,cl227_i21_Pla2g4e_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15064_S74_E1-50,cl161_i34_Spsb2_Vip,Vip C1ql1,#BD3D9A,Inh,Vip,Vip_3,Vip C1ql1
LS-15064_S75_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15064_S76_E1-50,cl149_i36_Aqp6_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15064_S77_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15064_S78_E1-50,cl161_i34_Spsb2_Vip,Vip C1ql1,#BD3D9A,Inh,Vip,Vip_3,Vip C1ql1
LS-15064_S79_E1-50,cl91_i59_Slc18a3_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
LS-15064_S80_E1-50,cl227_i21_Pla2g4e_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15064_S81_E1-50,cl136_i41_Grtp1_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15064_S84_E1-50,cl149_i36_Aqp6_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15064_S88_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15064_S89_E1-50,cl246_i20_Igsf1_Sst,Sst Hpse_1,#BF9F00,Inh,Sst,Sst_3,Sst Hpse_a
LS-15064_S90_E1-50,cl34_i116_Nr2e1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15064_S91_E1-50,cl91_i59_Slc18a3_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
LS-15064_S93_E1-50,cl177_n30_Slc8b1_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
LS-15064_S94_E1-50,cl34_i116_Nr2e1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15064_S95_E1-50,cl1006_i68_Hpse_Sst,Sst Hpse_2,#806B19,Inh,Sst,Sst_3,Sst Hpse_b
LS-15064_S96_E1-50,cl92_n59_Chil1_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_a
LS-15065_S01_E1-50,cl35_i106_Bcl9_Sst,Sst Etv1_3,#BF480D,Inh,Sst,Sst_3,Sst Etv1_a
LS-15065_S02_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15065_S03_E1-50,cl62_e76_Apaf1_L23_IT,VISp L2/3 IT Cdh13_2,#A6E6A9,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_b
LS-15065_S04_E1-50,cl52_i88_TrnI_Pvalb,Pvalb Vipr2,#FF197F,Inh,Pvalb,Pvalb_1,Pvalb Vipr2
LS-15065_S10_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15065_S13_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15065_S15_E1-50,cl3_i309_Cpne6_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15065_S16_E1-50,cl3_i309_Cpne6_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15065_S17_E1-50,cl137_i41_NA_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15065_S20_E1-50,cl88_i60_NA_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15065_S22_E1-50,cl138_i41_Has2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15065_S23_E1-50,cl88_i60_NA_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15065_S24_E1-50,cl137_i41_NA_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15065_S29_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15065_S33_E1-50,cl89_i60_Clnk_Lamp5,Lamp5 Egln3_1,#FF88AD,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15065_S34_E1-50,cl184_n28_Pf4_Macrophage,PVM Mrc1,#4C6647,Glia,Macrophage,Macrophage,PVM Mrc1
LS-15065_S36_E1-50,cl89_i60_Clnk_Lamp5,Lamp5 Egln3_1,#FF88AD,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15065_S38_E1-50,cl184_n28_Pf4_Macrophage,PVM Mrc1,#4C6647,Glia,Macrophage,Macrophage,PVM Mrc1
LS-15065_S39_E1-50,cl72_i68_Bach2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15065_S41_E1-50,cl18_i146_Car4_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15065_S42_E1-50,cl1004_i65_NA_Sst,Sst Myh8_Etv1,#FFDF11,Inh,Sst,Sst_2,Sst Myh8_a
LS-15065_S43_E1-50,cl116_n47_Lgr6_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
LS-15065_S44_E1-50,cl16_n148_Cml3_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
LS-15065_S45_E1-50,cl1006_i68_Hpse_Sst,Sst Hpse_2,#806B19,Inh,Sst,Sst_3,Sst Hpse_b
LS-15065_S46_E1-50,cl1005_i24_Pcdhb20_Sst,Sst Etv1_2,#FFBB33,Inh,Sst,Sst_3,Sst Etv1_a
LS-15065_S48_E1-50,cl1005_i24_Pcdhb20_Sst,Sst Etv1_2,#FFBB33,Inh,Sst,Sst_3,Sst Etv1_a
LS-15065_S49_E1-50,cl35_i106_Bcl9_Sst,Sst Etv1_3,#BF480D,Inh,Sst,Sst_3,Sst Etv1_a
LS-15065_S51_E1-50,cl10_i163_Tacstd2_Sst,Sst C1ql3,#802600,Inh,Sst,Sst_1,Sst C1ql3
LS-15065_S53_E1-50,cl240_i20_Sall1_Vip,Vip Lmo1_1,#9FAAFF,Inh,Vip,Vip_4,Vip Lmo1_b
LS-15065_S55_E1-50,cl39_i103_Rnf138rt1_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15065_S56_E1-50,cl39_i103_Rnf138rt1_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15065_S65_E1-50,cl82_i63_NA_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15065_S66_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15065_S67_E1-50,cl170_i32_Rps27rt_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15065_S68_E1-50,cl116_n47_Lgr6_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
LS-15065_S69_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15065_S70_E1-50,cl82_i63_NA_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15065_S71_E1-50,cl12_i155_Crabp1_Sncg,Sncg Crispld2 ,#7A0099,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15065_S73_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15065_S78_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15065_S79_E1-50,cl3_i309_Cpne6_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15065_S80_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15065_S81_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15065_S82_E1-50,cl207_i23_Phf8_Sst,Sst Etv1_4,#804811,Inh,Sst,Sst_3,Sst Etv1_d
LS-15065_S84_E1-50,cl34_i116_Nr2e1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15065_S86_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15065_S91_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15065_S92_E1-50,cl34_i116_Nr2e1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15066_S01_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15066_S02_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15066_S04_E1-50,cl102_e53_Tmem74b_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15066_S05_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15066_S07_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15066_S08_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15066_S10_E1-50,cl137_i41_NA_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15066_S12_E1-50,cl138_i41_Has2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15066_S13_E1-50,cl88_i60_NA_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15066_S14_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15066_S19_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15066_S20_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15066_S21_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15066_S22_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15066_S23_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15066_S24_E1-50,cl12_i155_Crabp1_Sncg,Sncg Ptprk,#9900B3,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15066_S27_E1-50,cl137_i41_NA_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15066_S28_E1-50,cl136_i41_Grtp1_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
