sample_name,consensus_cluster,reference_cluster,reference_color,broad_class,subclass,merged_cluster_smFISH,merged_cluster_ISS
SM-D9CZP_S64_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZP_S65_E1-50,cl69_e70_Depdc7_L5_PT,VISp L5 PT Ptgfr,#247740,Ex,L5 PT,L5 PT_2,VISp L5 PT Ptgfr
SM-D9CZP_S66_E1-50,cl20_e142_Rap2a_L5_PT,VISp L5 PT Ctxn3,#29E043,Ex,L5 PT,L5 PT_2,VISp L5 PT Ctxn3_a
SM-D9CZP_S67_E1-50,cl44_e96_Chrna6_L5_PT,VISp L5 PT Chrna6,#0000FF,Ex,L5 PT,L5 PT_1,VISp L5 PT Chrna6
SM-D9CZP_S69_E1-50,cl20_e142_Rap2a_L5_PT,VISp L5 PT Ctxn3,#29E043,Ex,L5 PT,L5 PT_2,VISp L5 PT Ctxn3_a
SM-D9CZP_S74_E1-50,cl44_e96_Chrna6_L5_PT,VISp L5 PT Chrna6,#0000FF,Ex,L5 PT,L5 PT_1,VISp L5 PT Chrna6
SM-D9CZP_S77_E1-50,cl44_e96_Chrna6_L5_PT,VISp L5 PT Chrna6,#0000FF,Ex,L5 PT,L5 PT_1,VISp L5 PT Chrna6
SM-D9CZP_S82_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZP_S83_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZP_S84_E1-50,cl111_e48_Zar1l_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
SM-D9CZP_S85_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZP_S88_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZP_S89_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZP_S90_E1-50,cl217_e22_Dnah14_L6_IT,VISp L6 IT Marcksl1,#96E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Marcksl1
SM-D9CZP_S91_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZP_S92_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZP_S93_E1-50,cl101_e53_Zmiz1os1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZP_S96_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S02_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
SM-D9CZQ_S03_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZQ_S06_E1-50,cl46_e95_Npc1l1_L5_IT,VISp L5 IT Pld5,#26BF64,Ex,L5 IT,L5 IT,VISp L5 IT Pld5
SM-D9CZQ_S07_E1-50,cl76_e66_Pou2f2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S08_E1-50,cl112_e48_Slc22a1_L6_IT,VISp L6 IT Marcksl1,#96E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Marcksl1
SM-D9CZQ_S09_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S10_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S11_E1-50,cl101_e53_Zmiz1os1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S12_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S13_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S14_E1-50,cl76_e66_Pou2f2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S15_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
SM-D9CZQ_S16_E1-50,cl101_e53_Zmiz1os1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S17_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S18_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S20_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S22_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S24_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S25_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S27_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S28_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S29_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S30_E1-50,cl196_e24_Zfp781_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S32_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S33_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
SM-D9CZQ_S34_E1-50,cl46_e95_Npc1l1_L5_IT,VISp L5 IT Pld5,#26BF64,Ex,L5 IT,L5 IT,VISp L5 IT Pld5
SM-D9CZQ_S35_E1-50,cl76_e66_Pou2f2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S36_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S37_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S38_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S39_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZQ_S40_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S42_E1-50,cl172_e31_Htr6_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S43_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S44_E1-50,cl62_e76_Apaf1_L23_IT,VISp L2/3 IT Cdh13_2,#A6E6A9,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_b
SM-D9CZQ_S45_E1-50,cl101_e53_Zmiz1os1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S46_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S47_E1-50,cl101_e53_Zmiz1os1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S48_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S58_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S59_E1-50,cl112_e48_Slc22a1_L6_IT,VISp L6 IT Marcksl1,#96E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Marcksl1
SM-D9CZQ_S60_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S62_E1-50,cl209_e22_Nphs1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S63_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZQ_S64_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZQ_S66_E1-50,cl46_e95_Npc1l1_L5_IT,VISp L5 IT Pld5,#26BF64,Ex,L5 IT,L5 IT,VISp L5 IT Pld5
SM-D9CZQ_S67_E1-50,cl162_e33_Gpr52_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S68_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S69_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S71_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S72_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
SM-D9CZQ_S73_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S74_E1-50,cl209_e22_Nphs1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S75_E1-50,cl142_e38_Mamdc2_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZQ_S77_E1-50,cl162_e33_Gpr52_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S78_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S79_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S80_E1-50,cl1008_e40_NA_L5_IT,VISp L5 IT Col6a1,#00FF00,Ex,L5 IT,L5 IT,VISp L5 IT Pld5
SM-D9CZQ_S81_E1-50,cl112_e48_Slc22a1_L6_IT,VISp L6 IT Marcksl1,#96E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Marcksl1
SM-D9CZQ_S83_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZQ_S86_E1-50,cl214_e22_Rttn_L6_CT,VISp L6 CT Adcyap1,#5C89CC,Ex,L6 PT,L6 PT,VISp L6 CT Adcyap1
SM-D9CZQ_S87_E1-50,cl11_i160_Pitpnc1_Sst,Sst Myh8_2,#FF9F2C,Inh,Sst,Sst_2,Sst Myh8_a
SM-D9CZQ_S88_E1-50,cl11_i160_Pitpnc1_Sst,Sst Myh8_2,#FF9F2C,Inh,Sst,Sst_2,Sst Myh8_a
SM-D9CZQ_S89_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
SM-D9CZQ_S90_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
SM-D9CZQ_S92_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
SM-D9CZQ_S93_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
SM-D9CZQ_S94_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
SM-D9CZT_S10_E1-50,cl101_e53_Zmiz1os1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S11_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S13_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S14_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S15_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S16_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S17_E1-50,cl123_e45_Zbtb2_L23_IT,VISp L2/3 IT Cdh13_2,#A6E6A9,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_b
SM-D9CZT_S19_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZT_S20_E1-50,cl94_e57_Cyp39a1_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZT_S21_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S22_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZT_S23_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S24_E1-50,cl94_e57_Cyp39a1_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZT_S27_E1-50,cl4_e253_Lgmn_L5_IT,VISp L5 IT Batf3,#00A809,Ex,L5 IT,L5 IT,VISp L5 IT Hsd11b1
SM-D9CZT_S28_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S30_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
SM-D9CZT_S31_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S36_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S38_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S39_E1-50,cl76_e66_Pou2f2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S40_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
SM-D9CZT_S41_E1-50,cl101_e53_Zmiz1os1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S42_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S43_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S44_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S46_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S47_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S48_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZT_S49_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S52_E1-50,cl191_e26_Chadl_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZT_S53_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZT_S57_E1-50,cl218_e22_P4ha3_L6_IT,VISp L6 IT Marcksl1,#96E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Marcksl1
SM-D9CZT_S58_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S60_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S61_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S62_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZT_S63_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S64_E1-50,cl61_e77_Mir221_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZT_S65_E1-50,cl162_e33_Gpr52_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S68_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZT_S72_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S82_E1-50,cl162_e33_Gpr52_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S83_E1-50,cl101_e53_Zmiz1os1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S84_E1-50,cl4_e253_Lgmn_L5_IT,VISp L5 IT Batf3,#00A809,Ex,L5 IT,L5 IT,VISp L5 IT Hsd11b1
SM-D9CZT_S85_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S86_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
SM-D9CZT_S87_E1-50,cl191_e26_Chadl_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
SM-D9CZT_S88_E1-50,cl162_e33_Gpr52_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
SM-D9CZT_S89_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
SM-D9CZT_S90_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
SM-D9CZT_S91_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
SM-D9CZT_S92_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
SM-D9CZT_S93_E1-50,cl98_n56_Cnn1_SMC,SMC Aoc3,#807059,Endo,SMC,SMC,SMC Aoc3_a
SM-D9CZT_S94_E1-50,cl16_n148_Cml3_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
SM-D9CZT_S95_E1-50,cl116_n47_Lgr6_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
SM-D9CZT_S96_E1-50,cl4_e253_Lgmn_L5_IT,VISp L5 IT Batf3,#00A809,Ex,L5 IT,L5 IT,VISp L5 IT Hsd11b1
SM-D9D13_S17_E1-50,cl98_n56_Cnn1_SMC,SMC Aoc3,#807059,Endo,SMC,SMC,SMC Aoc3_a
SM-D9D13_S18_E1-50,cl98_n56_Cnn1_SMC,SMC Aoc3,#807059,Endo,SMC,SMC,SMC Aoc3_a
SM-D9D13_S19_E1-50,cl98_n56_Cnn1_SMC,SMC Aoc3,#807059,Endo,SMC,SMC,SMC Aoc3_a
SM-D9D13_S21_E1-50,cl1011_n13_Enpp6_Oligo,Oligo Enpp6,#6B998D,Glia,Oligo,Oligo,Oligo Enpp6
SM-D9D13_S22_E1-50,cl16_n148_Cml3_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
SM-D9D13_S23_E1-50,cl138_i41_Has2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
SM-D9D13_S25_E1-50,cl92_n59_Chil1_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_a
SM-D9D13_S27_E1-50,cl52_i88_TrnI_Pvalb,Pvalb Vipr2,#FF197F,Inh,Pvalb,Pvalb_1,Pvalb Vipr2
SM-D9D13_S28_E1-50,cl1006_i68_Hpse_Sst,Sst Hpse_2,#806B19,Inh,Sst,Sst_3,Sst Hpse_b
SM-D9D13_S29_E1-50,cl98_n56_Cnn1_SMC,SMC Aoc3,#807059,Endo,SMC,SMC,SMC Aoc3_a
SM-D9D13_S31_E1-50,cl131_i43_Scgn_Meis2,Meis2,#FF0000,Inh,Meis2,Meis2,Meis2
SM-D9D13_S32_E1-50,cl98_n56_Cnn1_SMC,SMC Aoc3,#807059,Endo,SMC,SMC,SMC Aoc3_a
SM-D9D13_S33_E1-50,cl130_n43_Nat8_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
SM-D9D13_S35_E1-50,cl128_n44_ATP8_SMC,SMC Aoc3,#807059,Endo,SMC,SMC,SMC Aoc3_b
SM-D9D13_S36_E1-50,cl128_n44_ATP8_SMC,SMC Aoc3,#807059,Endo,SMC,SMC,SMC Aoc3_b
SM-D9D13_S37_E1-50,cl98_n56_Cnn1_SMC,SMC Aoc3,#807059,Endo,SMC,SMC,SMC Aoc3_a
SM-D9D13_S38_E1-50,cl16_n148_Cml3_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
SM-D9D13_S39_E1-50,cl1003_i21_Sp7_Lamp5,Lamp5 Vax1,#FF7466,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
SM-D9D13_S41_E1-50,cl9_i166_Tll1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
SM-D9D13_S43_E1-50,cl9_i166_Tll1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
SM-D9D13_S44_E1-50,cl57_i83_Myl1_Vip,Vip Crispld2_1,#AF00E6,Inh,Vip,Vip_2,Vip Crispld2_b
SM-D9D13_S46_E1-50,cl52_i88_TrnI_Pvalb,Pvalb Vipr2,#FF197F,Inh,Pvalb,Pvalb_1,Pvalb Vipr2
SM-D9D13_S47_E1-50,cl119_i46_Ccdc38_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
SM-D9D13_S58_E1-50,cl119_i46_Ccdc38_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
SM-D9D13_S59_E1-50,cl119_i46_Ccdc38_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
SM-D9D13_S60_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
SM-D9D13_S61_E1-50,cl12_i155_Crabp1_Sncg,Sncg Ptprk,#9900B3,Inh,Sncg,Sncg_2,Sncg Ptprk
