"sample_name","x","y","rmax","subclass","broad_class"
1915,15613.0400737779,5907.06107333821,-0.726121087905531,"L2/3 IT","Ex"
1916,11129.9590515667,7423.34687536308,2.63658529595286,"L6 IT","Ex"
1917,5932.8649422327,5428.38162203873,-2.06621600644086,"L5 NP","Ex"
1919,13646.471958385,12370.9344745987,-3.87620555486363,"Sst","Inh"
1920,16519.1264734914,10875.3671437774,4.2591806491492,"L2/3 IT","Ex"
1921,7743.8125673614,15415.5927404825,-0.636070655617918,"L5 PT","Ex"
1922,7443.80977108974,12837.5669661347,3.55692796320186,"L6 IT","Ex"
1923,13884.8053249649,10694.6844719759,1.3993758282225,"L4","Ex"
1924,12772.8558753895,4428.96706801875,3.29127378391653,"L6 PT","Ex"
1925,6506.12185421074,11443.7363374049,-3.85202881883195,"L2/3 IT","Ex"
1926,12659.3636184253,14169.7295305205,3.1921609644564,"L2/3 IT","Ex"
1927,11949.2968331633,14439.1821137256,2.354826718008,"Vip","Inh"
1928,16319.0578216332,7643.59896657858,0.193468612630806,"L2/3 IT","Ex"
1931,16873.4091865325,8067.6734469877,2.91627976919487,"L2/3 IT","Ex"
1932,9914.99862572337,7839.17528691168,-1.57547871640054,"L6 PT","Ex"
1935,12509.4604165187,12527.0375495192,0.291270479013849,"L4","Ex"
1937,11080.9608870993,8720.96758808438,0.83822275611669,"L5 IT","Ex"
1938,921.67617806246,14161.7514552852,-3.4410955047098,"L5 IT","Ex"
